customer_id,segment,age,income,location,join_date,base_purchase_prob,price_sensitivity,promotion_response,churn_rate,quantum_entanglement,network_influence,temporal_volatility,quantum_purchase_impulse,quantum_loyalty,influence_score,susceptibility,age_group,income_group,quantum_complexity,behavioral_entropy
874,regular,13.139593861817232,25719.216111128248,rural,2023-03-22 01:57:35.024385,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.09198799505773782,0.6559083078725892,young,low,0.12,0.012
875,regular,18.609757668245567,46261.43520333627,urban,2024-04-16 01:57:35.031265,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6045482317425638,0.6437757072640028,young,medium,0.12,0.012
876,regular,53.11203630598047,46434.58491563598,suburban,2024-07-14 01:57:35.037276,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.011106038998628397,0.392700754232478,senior,medium,0.12,0.012
877,regular,34.55384227641179,66147.6604475332,rural,2024-06-16 01:57:35.044203,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3924235696771783,0.6548554169996436,young_adult,high,0.12,0.012
878,regular,47.21187449367993,20197.083401036907,rural,2023-04-02 01:57:35.052219,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.40963023868189136,0.43481458053551547,adult,low,0.12,0.012
879,regular,33.4808000834245,15909.317782522829,rural,2022-11-27 01:57:35.057892,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.31865012423139094,0.4577230392552532,young_adult,low,0.12,0.012
880,regular,24.948361825871288,30638.361262496353,urban,2024-07-02 01:57:35.065908,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5411811656542287,0.5588114775036017,young,medium,0.12,0.012
881,regular,41.59983334355943,44777.26472113907,suburban,2023-05-24 01:57:35.071920,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.0031600140251449105,0.3523883730915701,adult,medium,0.12,0.012
882,regular,41.073289164859396,60040.78879603316,urban,2022-11-05 01:57:35.079678,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.12563409856478377,0.7892638160875813,adult,high,0.12,0.012
883,regular,43.64663103149762,81181.61195154826,rural,2023-11-21 01:57:35.085691,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.29029271128341727,0.5868011223400121,adult,high,0.12,0.012
884,regular,69.05799100901798,51005.59882207319,urban,2023-02-07 01:57:35.092449,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.22426857475595854,0.5183666460007155,elderly,medium,0.12,0.012
885,regular,22.976059695569294,35680.230304857236,suburban,2023-06-20 01:57:35.100466,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.23669474624087494,0.5823891470893049,young,medium,0.12,0.012
886,regular,55.53497185844277,30753.98661565255,urban,2024-03-03 01:57:35.106717,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.22626269950679995,0.4346705722764354,senior,medium,0.12,0.012
887,regular,32.729967228873804,38619.37361883699,rural,2023-10-29 01:57:35.112728,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2259571891977109,0.6605756468958324,young_adult,medium,0.12,0.012
888,regular,40.590684116786754,40148.76915021621,urban,2024-10-23 01:57:35.120486,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5604270269196948,0.8165501353130187,adult,medium,0.12,0.012
889,regular,61.16185439618587,20957.42895036108,suburban,2024-08-06 01:57:35.126497,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4684543572757272,0.5582755694730305,senior,low,0.12,0.012
890,regular,44.23570309841654,28445.198318247425,rural,2024-12-09 01:57:35.132509,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.29872605576416505,0.4838323813536619,adult,low,0.12,0.012
891,regular,28.543258395177833,71215.76070019814,suburban,2023-04-29 01:57:35.140271,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18694736985779398,0.3925919967952563,young_adult,high,0.12,0.012
892,regular,76.5991732226411,16394.769309771218,suburban,2025-04-24 01:57:35.147003,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18440626214683764,0.6242417218681248,elderly,low,0.12,0.012
893,regular,44.595105015927565,24691.311922218534,suburban,2023-10-30 01:57:35.154316,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18509327622927924,0.42469004477863365,adult,low,0.12,0.012
894,regular,59.99258843699526,56200.49624438906,urban,2025-02-03 01:57:35.162332,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6345273808861553,0.594750323408447,senior,medium,0.12,0.012
895,regular,42.55199238377914,27334.08074800014,urban,2023-11-15 01:57:35.168087,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.39838285153462966,0.09538339681433265,adult,low,0.12,0.012
896,regular,32.90156400322057,30245.965822982937,rural,2022-11-21 01:57:35.174105,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.10207238427916536,0.6908186725658841,young_adult,medium,0.12,0.012
897,regular,26.5944540104051,40521.02198662622,rural,2023-09-11 01:57:35.182123,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.21986960936977457,0.24503367836740186,young_adult,medium,0.12,0.012
898,regular,62.37815176901671,29118.431520842187,urban,2023-12-19 01:57:35.188954,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.1417408225281651,0.32977155813479664,senior,low,0.12,0.012
899,regular,42.48728317818885,43245.66635764311,urban,2024-01-27 01:57:35.195616,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4707542079002668,0.5334329385141745,adult,medium,0.12,0.012
900,regular,45.42860017437719,31153.458049124332,rural,2024-09-01 01:57:35.202498,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4879109934291666,0.5497019578411504,adult,medium,0.12,0.012
901,regular,43.13910857261575,15207.373835604627,urban,2024-12-20 01:57:35.209590,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5260116078662809,0.6820630266071949,adult,low,0.12,0.012
902,regular,28.658676792025837,39148.56257462087,suburban,2024-09-17 01:57:35.216256,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18608707258264728,0.40170933110216017,young_adult,medium,0.12,0.012
903,regular,64.23472434732741,18322.18903962135,urban,2024-12-15 01:57:35.222269,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.08771113112916898,0.5281315867438244,senior,low,0.12,0.012
904,regular,25.037894882323055,60568.19423897584,urban,2023-04-02 01:57:35.230333,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2459542513569797,0.4815510771643441,young_adult,high,0.12,0.012
905,regular,39.94460437977935,32181.95007688313,suburban,2023-06-18 01:57:35.236879,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.39422182017279966,0.4614027804890108,adult,medium,0.12,0.012
906,regular,73.42985863428255,24285.24135428618,rural,2024-03-24 01:57:35.242390,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.41086211168318476,0.4907003377578929,elderly,low,0.12,0.012
907,regular,25.34031323543441,47150.07119161245,rural,2025-01-19 01:57:35.250408,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3991071996283847,0.4645002704966319,young_adult,medium,0.12,0.012
908,regular,44.83201242810345,38392.27964382953,suburban,2024-05-12 01:57:35.256420,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2543474094037798,0.5475615843327066,adult,medium,0.12,0.012
909,regular,52.22951740579338,27644.180189238068,suburban,2023-04-25 01:57:35.264197,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6499020408633883,0.22011695559109914,senior,low,0.12,0.012
910,regular,67.5245192794496,23021.9482519414,suburban,2025-05-23 01:57:35.271088,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.45812689702764775,0.5238325795743268,elderly,low,0.12,0.012
911,regular,37.366196073763206,40651.9159155701,rural,2025-04-04 01:57:35.278111,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.12117464969484014,0.5834298763799435,adult,medium,0.12,0.012
912,regular,59.85124745990534,51648.52863257391,suburban,2023-11-01 01:57:35.285180,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.52380699651831,0.47810854535655445,senior,medium,0.12,0.012
913,regular,48.3446978297144,36334.73987612899,urban,2025-03-07 01:57:35.291818,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.19752507573611056,0.25225051433967405,adult,medium,0.12,0.012
914,regular,56.05771960047863,23761.24326460301,suburban,2024-07-06 01:57:35.297849,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2781565901195951,0.6872068610444424,senior,low,0.12,0.012
915,regular,14.916521281397038,25069.228889912018,rural,2024-07-03 01:57:35.304676,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.7167022306044942,0.7107174073218309,young,low,0.12,0.012
916,regular,34.14885677515893,44791.29747364081,urban,2025-04-25 01:57:35.313233,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.34140173512623795,0.7923758753760467,young_adult,medium,0.12,0.012
917,regular,11.613999939166646,21092.69193244773,suburban,2023-11-22 01:57:35.319256,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.44854685346255596,0.35571106640370975,young,low,0.12,0.012
918,regular,46.35873639321687,20511.02614929006,urban,2023-05-04 01:57:35.327838,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.583509218192495,0.41888503448235337,adult,low,0.12,0.012
919,regular,39.212266609066425,35383.045623587364,rural,2024-12-27 01:57:35.335866,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.11900943078024666,0.49815003667285845,adult,medium,0.12,0.012
920,regular,35.345487303219755,35858.50027689829,rural,2023-08-31 01:57:35.341878,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.19650945883121262,0.5473614144347703,adult,medium,0.12,0.012
921,regular,59.670044639976126,68546.29340176146,suburban,2024-01-05 01:57:35.348572,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.19160995243828663,0.5947268963321805,senior,high,0.12,0.012
922,regular,61.95243278788746,64884.47384885171,rural,2022-12-15 01:57:35.357557,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4010335005234629,0.40637476206112716,senior,high,0.12,0.012
923,regular,7.5765462863970825,22780.344806006175,rural,2024-07-06 01:57:35.365264,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3611821597185246,0.40027192748708573,young,low,0.12,0.012
924,regular,40.43705729428207,46125.23785399634,suburban,2022-11-03 01:57:35.372110,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.15823505624474232,0.46623082009184097,adult,medium,0.12,0.012
925,regular,34.11688261537436,26151.054666946467,urban,2024-12-08 01:57:35.379917,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2774827258851058,0.5490962960907072,young_adult,low,0.12,0.012
926,regular,45.70404447622842,27131.325490335796,urban,2025-03-01 01:57:35.385572,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3103335586791104,0.3103699588768557,adult,low,0.12,0.012
927,regular,56.67859345916775,47523.89826714862,suburban,2023-06-04 01:57:35.393815,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.08486489848694599,0.8206465577945673,senior,medium,0.12,0.012
928,regular,44.43630612826614,27631.89089513358,rural,2023-08-06 01:57:35.400606,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.158650688400046,0.19019207677090655,adult,low,0.12,0.012
929,regular,42.5186392172716,38543.327769889074,rural,2023-02-01 01:57:35.408626,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.03032948646268413,0.5983751075665391,adult,medium,0.12,0.012
930,regular,48.454084698826044,69012.30757125447,urban,2024-05-23 01:57:35.415199,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.36865546468269544,0.6660888954746013,adult,high,0.12,0.012
931,regular,35.88718635118934,58152.64806728092,suburban,2023-03-19 01:57:35.422738,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6019068928640765,0.5022199442539389,adult,medium,0.12,0.012
932,regular,46.398857495820565,22723.99283329818,rural,2024-07-18 01:57:35.430888,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6231477090936752,0.5610156335233307,adult,low,0.12,0.012
933,regular,26.750353566889885,16839.574149397387,suburban,2025-05-19 01:57:35.438539,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5485589878335652,0.26977026175496716,young_adult,low,0.12,0.012
934,regular,56.51263622725946,42380.69142738797,suburban,2023-10-29 01:57:35.445795,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.43222218500348863,0.3047458786404939,senior,medium,0.12,0.012
935,regular,40.45672683179728,36124.32653313502,urban,2023-03-27 01:57:35.454078,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3344572659770893,0.5025357236051107,adult,medium,0.12,0.012
936,regular,36.859546891460795,22545.434192329165,rural,2023-03-06 01:57:35.461583,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3698456890411303,0.4149327285277848,adult,low,0.12,0.012
937,regular,54.49808384327275,26783.516873449,suburban,2024-10-11 01:57:35.468576,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2561518165551014,0.7995057161419287,senior,low,0.12,0.012
938,regular,45.45635520063715,52892.836447720656,rural,2023-06-27 01:57:35.475604,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24300575763696525,0.5496682757112908,adult,medium,0.12,0.012
939,regular,49.865489613657004,26285.451632389795,urban,2023-12-06 01:57:35.482859,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24522827062389554,0.37567822850292154,adult,low,0.12,0.012
940,regular,42.82710311125659,75972.4373790997,urban,2023-12-10 01:57:35.490882,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.35354844902538396,0.14841306742282503,adult,high,0.12,0.012
941,regular,17.204602012867205,87112.1364241391,rural,2025-06-03 01:57:35.498565,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.38638273865217554,0.44181504782406145,young,high,0.12,0.012
942,regular,41.68540017041174,40621.43771199023,suburban,2024-08-25 01:57:35.504586,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3614565162985171,0.17394824200549722,adult,medium,0.12,0.012
943,regular,20.56215231561456,32397.03647115882,urban,2025-02-23 01:57:35.513269,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24185932888746384,0.8265222212929492,young,medium,0.12,0.012
944,regular,54.228698542633175,70306.18446320364,suburban,2024-04-19 01:57:35.519924,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.15693695826320597,0.6540387376690875,senior,high,0.12,0.012
945,regular,44.572663132344104,28658.642657538163,suburban,2025-03-22 01:57:35.527891,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2209525409240518,0.5058446321032429,adult,low,0.12,0.012
946,regular,52.6614988289087,60959.080386047135,rural,2025-02-27 01:57:35.534823,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5813565910811186,0.42325436388949916,senior,high,0.12,0.012
947,regular,69.18467291855322,30332.624034630964,rural,2023-02-19 01:57:35.541850,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.26703961281561933,0.37700018195517243,elderly,medium,0.12,0.012
948,regular,54.76996427992806,35317.254196432405,urban,2023-07-08 01:57:35.550655,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24603507926489301,0.5047736512902368,senior,medium,0.12,0.012
949,regular,42.27435911959796,31091.364166751715,rural,2024-01-03 01:57:35.557680,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.41954074506389816,0.4596512138391779,adult,medium,0.12,0.012
950,regular,52.4030594130565,82991.8620535629,rural,2023-08-23 01:57:35.565278,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3904335382068649,0.5013015172642956,senior,high,0.12,0.012
951,regular,59.420497320748915,73986.09584406018,rural,2023-12-04 01:57:35.571292,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.39828932460448946,0.4441273490415597,senior,high,0.12,0.012
952,regular,52.583083153548124,38734.503840363,urban,2025-04-26 01:57:35.579843,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2250477524296615,0.42947245559674363,senior,medium,0.12,0.012
953,regular,18.520345135277434,21762.13875270837,rural,2023-11-27 01:57:35.586573,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.42328074753849265,0.3090365537251142,young,low,0.12,0.012
954,regular,31.02938547285408,28618.916457299867,suburban,2023-12-13 01:57:35.594457,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.23900797912055452,0.3439227116029904,young_adult,low,0.12,0.012
955,regular,34.21165026017447,27382.977090304263,rural,2023-07-28 01:57:35.602491,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2522528640987112,0.7033341505635697,young_adult,low,0.12,0.012
956,regular,48.28894500671997,77569.8931874419,rural,2023-11-20 01:57:35.609194,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6538374272214897,0.6888637523133138,adult,high,0.12,0.012
957,regular,21.061568630786866,41842.20758510162,rural,2023-10-20 01:57:35.616757,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.11888272473305006,0.4245224019690297,young,medium,0.12,0.012
958,regular,55.797959369252126,35475.495244328544,suburban,2025-01-20 01:57:35.623495,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5366048627905001,0.38355735635061133,senior,medium,0.12,0.012
959,regular,13.980610689708634,20691.752433832167,urban,2023-12-04 01:57:35.631189,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.22175322414276796,0.5179160569918941,young,low,0.12,0.012
960,regular,66.44279487788988,31208.745535807255,rural,2025-06-02 01:57:35.638486,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.039894793508308754,0.29060583480508284,elderly,medium,0.12,0.012
961,regular,47.02213890183332,59905.013534864585,suburban,2025-03-07 01:57:35.646073,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2583014299159148,0.5854477091268786,adult,medium,0.12,0.012
962,regular,33.99150949751866,52524.53820973957,urban,2023-09-14 01:57:35.653635,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3243873333324852,0.853728216965278,young_adult,medium,0.12,0.012
963,regular,27.465286346812505,14679.10123383146,rural,2022-11-27 01:57:35.661681,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.20464480241912172,0.2540801011601615,young_adult,low,0.12,0.012
964,regular,34.493937229977575,26704.464089480694,suburban,2025-03-01 01:57:35.668434,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5732850632541453,0.16057954482039252,young_adult,low,0.12,0.012
965,regular,19.916280167250317,23772.290283179354,suburban,2023-02-21 01:57:35.675468,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5335167341344598,0.8223542468157047,young,low,0.12,0.012
966,regular,37.84376384124723,31679.573728397107,suburban,2022-10-26 01:57:35.681905,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5491028628282305,0.32757181939467045,adult,medium,0.12,0.012
967,regular,40.70369107526163,35048.27161954334,rural,2022-11-13 01:57:35.689305,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.22323250289319904,0.33667402371832855,adult,medium,0.12,0.012
968,regular,29.317601740238665,41322.9881873315,suburban,2023-07-27 01:57:35.697510,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.10423464250136602,0.6101504662650449,young_adult,medium,0.12,0.012
969,regular,46.30276867886162,62872.548753678224,urban,2025-06-01 01:57:35.705545,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5551924781272519,0.8319377517432542,adult,high,0.12,0.012
970,regular,5.652751416387858,35987.34171953885,suburban,2025-05-19 01:57:35.712734,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.18950357449688907,0.308912180189086,young,medium,0.12,0.012
971,regular,50.15724716021557,39780.864045189766,rural,2023-08-12 01:57:35.720069,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.105167865933746,0.5033111278273861,senior,medium,0.12,0.012
972,regular,62.19707816231854,53924.65670136148,suburban,2024-07-31 01:57:35.727148,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3807293021912777,0.6828235469518122,senior,medium,0.12,0.012
973,regular,46.42078881170456,33738.70578022726,suburban,2023-07-22 01:57:35.734087,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.3848433350086823,0.7855383359092261,adult,medium,0.12,0.012
974,regular,52.58952630772395,38783.20357232627,rural,2025-05-25 01:57:35.741617,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.33064455079607846,0.6436193975449461,senior,medium,0.12,0.012
975,regular,18.869190873422543,62165.267777397865,suburban,2025-01-03 01:57:35.749957,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.4172012604451,0.8319378861020378,young,high,0.12,0.012
976,regular,27.571718460065423,22871.394271560155,rural,2024-04-07 01:57:35.755983,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.6118121582453643,0.4199505245895308,young_adult,low,0.12,0.012
977,regular,62.95144837470658,45073.966618806226,suburban,2023-05-16 01:57:35.763015,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.5338679930240018,0.5361559995432604,senior,medium,0.12,0.012
978,regular,62.86332804673154,18064.20287236097,urban,2024-01-13 01:57:35.771052,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.23506327044234807,0.30080494852762124,senior,low,0.12,0.012
979,regular,30.110114768226282,27600.72966825548,suburban,2024-12-31 01:57:35.776813,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.1760215664431337,0.7237603682820725,young_adult,low,0.12,0.012
980,regular,24.954430450846957,17080.079383691624,urban,2025-05-14 01:57:35.786252,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.0749578501394529,0.7419978928558285,young,low,0.12,0.012
981,regular,48.958327415250324,17547.953733448423,urban,2023-12-16 01:57:35.793775,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.027053411415775937,0.6076357620770101,adult,low,0.12,0.012
982,regular,40.31171536467069,68859.55106480164,rural,2023-12-15 01:57:35.801257,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.10790935632245549,0.7491188219776469,adult,high,0.12,0.012
983,regular,49.50570164789021,30582.15079187088,suburban,2023-01-22 01:57:35.808778,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.31558495289127936,0.4606818422854865,adult,medium,0.12,0.012
984,regular,45.82973717005952,147816.64743397274,urban,2023-11-19 01:57:35.814797,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.09609760906917239,0.4176958144056326,adult,very_high,0.12,0.012
985,regular,64.48655346081648,28720.73212113873,rural,2023-09-28 01:57:35.822558,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2772705589631609,0.6691051366548583,senior,low,0.12,0.012
986,regular,42.1161841167835,24826.186342953486,urban,2023-02-27 01:57:35.830578,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.27106020842443934,0.3049308969550788,adult,low,0.12,0.012
987,regular,29.765255628081704,21782.011898947338,urban,2025-03-11 01:57:35.838338,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.43165481779495135,0.18393358376286303,young_adult,low,0.12,0.012
988,regular,32.0218641922163,24732.472611411296,urban,2024-07-02 01:57:35.844352,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.06319938234706447,0.48818526858896816,young_adult,low,0.12,0.012
989,regular,59.318693716592676,43645.20161605495,urban,2025-04-28 01:57:35.852372,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.1972195186488202,0.48614856323061684,senior,medium,0.12,0.012
990,regular,22.437772035780316,19671.50297045912,suburban,2023-04-20 01:57:35.858126,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.45610080657124863,0.8135817546027356,young,low,0.12,0.012
991,regular,45.14655851029862,16278.456810453914,urban,2025-02-22 01:57:35.866148,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.1894531325831319,0.5209783073833041,adult,low,0.12,0.012
992,regular,48.8391656561752,4758.550709798408,suburban,2025-04-10 01:57:35.872555,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.07944781452427044,0.7004762460506236,adult,low,0.12,0.012
993,regular,63.79333493120487,91817.60065671091,urban,2023-02-02 01:57:35.880577,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.26482097592105514,0.3346668084041754,senior,high,0.12,0.012
994,regular,61.89357282654576,36979.178324309076,suburban,2024-08-18 01:57:35.888717,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.28908862931251256,0.49629253188333927,senior,medium,0.12,0.012
995,regular,33.57670236860683,65653.73137942015,urban,2024-11-30 01:57:35.894902,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.21311465696856763,0.3851923521086113,young_adult,high,0.12,0.012
996,regular,35.31239369441925,34813.78900369232,suburban,2023-03-26 01:57:35.902228,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.34754492488757344,0.6856972474629616,adult,medium,0.12,0.012
997,regular,20.455473223508108,67143.796366505,rural,2024-11-24 01:57:35.908602,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.24237353454011934,0.6752497134261896,young,high,0.12,0.012
998,regular,32.61346356797763,44728.09804043839,suburban,2024-03-02 01:57:35.917778,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.20947927195692287,0.2175336161011263,young_adult,medium,0.12,0.012
999,regular,57.84362118444825,24577.766789459012,rural,2023-08-04 01:57:35.923813,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2381966851116,0.4528981120376089,senior,low,0.12,0.012
1000,regular,50.43676302938416,42114.40717204873,suburban,2024-09-01 01:57:35.931515,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.2073179111526219,0.4081491605223543,senior,medium,0.12,0.012
1001,regular,43.56887727350028,33277.75654102462,suburban,2023-01-11 01:57:35.937269,0.05,0.6,0.4,0.05,0.5,0.6,0.4,0.1,0.4,0.09846253405347176,0.6926250922388533,adult,medium,0.12,0.012
